Sale_ID,Date,Store_ID,Product_ID,Customer_ID,Quantity,Unit_Price,Gross_Sales,Discount_Rate,Discount_Amount,Net_Sales,Unit_Cost,Total_Cost,Profit,Sales_Channel,Payment_Method,Is_Return,Target_ID,Campaign_ID
9228,2025-07-21,8,116,10090,1,2300,2300,0.1,230.32,2069.68,1050,1050,1092.12,Mağaza,Banka Kartı,Hayır,1056,0
9229,2026-05-24,1,105,10490,1,2800,2800,0.11,299.03,2500.97,1450,1450,1013.45,Mağaza,Dijital Cüzdan,Hayır,1129,0
9230,2025-04-06,1,103,10032,1,32000,32000,0.17,5497.05,26502.95,22500,22500,3605.4,Mağaza,Kredi Kartı,Hayır,1025,2
9231,2026-05-05,1,101,10874,2,18500,37000,0.08,2791.68,34208.32,12500,25000,8695.2,Mağaza,Banka Kartı,Hayır,1129,0
9232,2025-08-06,6,111,10419,2,4200,8400,0.12,1040.34,7359.66,2350,4700,2659.66,Mağaza,Kredi Kartı,Hayır,1062,0
9233,2026-06-11,1,116,10744,1,2300,2300,0.14,330.47,1969.53,1050,1050,988.46,Mağaza,Nakit,Hayır,1137,11
9234,2025-09-30,6,120,11002,2,1250,2500,0.12,296.65,2203.35,570,1140,1063.35,Mağaza,Kredi Kartı,Hayır,1070,0
9235,2025-08-07,3,106,11154,3,6500,19500,0.09,1687.78,17812.22,3800,11400,6145.04,Mağaza,Nakit,Hayır,1059,0
9236,2025-11-28,7,103,10737,1,32000,32000,0.13,4252.95,27747.05,22500,22500,4830.85,Online,Kredi Kartı,Hayır,1087,7
9237,2026-03-29,7,109,10970,1,8900,8900,0.09,826.47,8073.53,5100,5100,2973.53,Mağaza,Kredi Kartı,Hayır,1119,10
9238,2025-06-01,8,102,10673,1,12500,12500,0.13,1683.72,10816.28,8500,8500,2154.03,Mağaza,Nakit,Hayır,1048,3
9239,2025-12-13,2,108,11017,2,5200,10400,0.07,727.86,9672.14,3000,6000,3672.14,Mağaza,Kredi Kartı,Hayır,1090,8
9240,2026-02-18,2,113,10990,4,950,3800,0.12,450.64,3349.36,430,1720,1629.36,Online,Banka Kartı,Hayır,1106,0
9241,2026-06-11,1,104,10999,1,24500,24500,0.17,4246.4,20253.6,17000,17000,2949.8,Mağaza,Banka Kartı,Hayır,1137,11
9242,2026-03-07,3,113,10581,1,950,950,0.07,-70.53,-879.47,430,-430,-449.47,Mağaza,Kredi Kartı,Evet,1115,0
9243,2026-01-14,3,120,10208,1,1250,1250,0.05,66.22,1183.78,570,570,613.78,Mağaza,Dijital Cüzdan,Hayır,1099,0
9244,2026-03-04,8,118,11112,2,1800,3600,0.05,174.07,3425.93,850,1700,1725.93,Mağaza,Banka Kartı,Hayır,1120,0
9245,2025-03-25,7,108,10026,2,5200,10400,0.04,393.57,10006.43,3000,6000,4006.43,Online,Banka Kartı,Hayır,1023,2
9246,2025-07-11,1,110,10511,1,3200,3200,0.14,441.87,2758.13,1800,1800,958.13,Online,Dijital Cüzdan,Hayır,1049,0
9247,2025-02-10,6,109,10169,2,8900,17800,0.08,1435.32,16364.68,5100,10200,6164.68,Mağaza,Banka Kartı,Hayır,1014,0
9248,2025-11-05,1,118,10968,3,1800,5400,0.18,987.86,4412.14,850,2550,1862.14,Online,Banka Kartı,Hayır,1081,6
9249,2026-01-13,1,120,10390,1,1250,1250,0.14,169.71,1080.29,570,570,510.29,Mağaza,Kredi Kartı,Hayır,1097,0
9250,2025-05-16,7,117,10211,1,3100,3100,0.02,64.96,3035.04,1200,1200,1941.27,Mağaza,Dijital Cüzdan,Hayır,1039,0
9251,2025-04-16,8,112,11131,1,3600,3600,0.12,428.82,3171.18,2050,2050,1121.18,Online,Nakit,Hayır,1032,0
9252,2026-06-03,1,102,10855,1,12500,12500,0.16,1976.19,10523.81,8500,8500,1865.95,Mağaza,Dijital Cüzdan,Hayır,1137,11
9253,2026-06-26,7,119,10834,1,450,450,0.02,9.03,440.97,150,150,290.97,Mağaza,Kredi Kartı,Hayır,1143,11
9254,2025-05-06,7,118,10317,2,1800,3600,0.11,404.26,3195.74,850,1700,1495.74,Online,Kredi Kartı,Hayır,1039,0
9255,2025-12-23,1,118,10835,1,1800,1800,0.21,376.61,1423.39,850,850,573.39,Mağaza,Banka Kartı,Hayır,1089,8
9256,2026-02-04,2,109,10322,1,8900,8900,0.09,844.15,8055.85,5100,5100,2955.85,Online,Banka Kartı,Hayır,1106,9
9257,2025-03-20,6,110,10224,1,3200,3200,0.08,271.35,2928.65,1800,1800,1128.65,Mağaza,Nakit,Hayır,1022,2
9258,2026-01-24,7,103,11067,2,32000,64000,0.06,3687.8,60312.2,22500,45000,14407.51,Mağaza,Nakit,Hayır,1103,0
9259,2026-06-19,3,119,10619,2,450,900,0.11,100.75,799.25,150,300,499.25,Mağaza,Kredi Kartı,Hayır,1139,11
9260,2025-03-15,1,119,11086,1,450,450,0.15,66.52,383.48,150,150,233.48,Online,Nakit,Hayır,1017,2
9261,2025-01-05,5,106,11037,1,6500,6500,0.06,-369.04,-6130.96,3800,-3800,-2238.99,Mağaza,Kredi Kartı,Evet,1005,1
9262,2026-04-08,5,115,11107,1,1750,1750,0.04,71.45,1678.55,720,720,1017.3,Mağaza,Banka Kartı,Hayır,1125,10
9263,2025-03-23,4,105,11005,1,2800,2800,0.08,219.02,2580.98,1450,1450,1092.27,Mağaza,Kredi Kartı,Hayır,1020,2
9264,2026-06-21,1,109,10865,1,8900,8900,0.15,1315.6,7584.4,5100,5100,2484.4,Online,Kredi Kartı,Hayır,1137,11
9265,2026-02-09,7,107,10589,1,14500,14500,0.04,564.66,13935.34,9300,9300,4635.34,Mağaza,Kredi Kartı,Hayır,1111,9
9266,2026-05-29,5,109,10095,1,8900,8900,0.11,1005.73,7894.27,5100,5100,2794.27,Online,Kredi Kartı,Hayır,1133,0
9267,2025-10-05,7,107,10678,1,14500,14500,0.13,1836.34,12663.66,9300,9300,3363.66,Mağaza,Kredi Kartı,Hayır,1079,5
9268,2025-08-12,8,108,10670,2,5200,10400,0.12,1256.95,9143.05,3000,6000,3143.05,Online,Dijital Cüzdan,Hayır,1064,0
9269,2025-03-09,6,117,10531,1,3100,3100,0.12,360.07,2739.93,1200,1200,1635.83,Online,Banka Kartı,Hayır,1022,0
9270,2025-11-16,8,107,10992,1,14500,14500,0.1,1442.95,13057.05,9300,9300,3757.05,Mağaza,Kredi Kartı,Hayır,1088,7
9271,2025-01-19,8,117,11198,1,3100,3100,0.07,-205.73,-2894.27,1200,-1200,-1795.57,Mağaza,Kredi Kartı,Evet,1008,0
9272,2025-12-09,5,113,10166,2,950,1900,0.1,190.24,1709.76,430,860,849.76,Online,Kredi Kartı,Hayır,1093,8
9273,2025-12-09,6,116,10894,1,2300,2300,0.14,310.99,1989.01,1050,1050,1008.62,Mağaza,Banka Kartı,Hayır,1094,8
9274,2025-04-07,5,119,10443,2,450,900,0.06,51.56,848.44,150,300,548.44,Mağaza,Dijital Cüzdan,Hayır,1029,2
9275,2025-02-21,5,104,10549,1,24500,24500,0.14,3340.29,21159.71,17000,17000,3842.31,Online,Banka Kartı,Hayır,1013,0
9276,2025-06-24,1,108,10450,2,5200,10400,0.12,1284.24,9115.76,3000,6000,3115.76,Mağaza,Dijital Cüzdan,Hayır,1041,3
9277,2025-12-04,3,102,10837,1,12500,12500,0.13,1625.17,10874.83,8500,8500,2211.7,Mağaza,Kredi Kartı,Hayır,1091,8
9278,2025-12-19,1,109,11066,1,8900,8900,0.25,2264.08,6635.92,5100,5100,1535.92,Mağaza,Banka Kartı,Hayır,1089,8
9279,2026-01-26,2,105,10979,2,2800,5600,0.15,856.06,4743.94,1450,2900,1772.78,Mağaza,Banka Kartı,Hayır,1098,0
9280,2025-04-25,1,113,10065,1,950,950,0.14,132.52,817.48,430,430,387.48,Online,Nakit,Hayır,1025,0
9281,2025-12-14,8,116,10998,1,2300,2300,0.17,388.95,1911.05,1050,1050,927.94,Mağaza,Kredi Kartı,Hayır,1096,8
9282,2025-01-01,3,111,10473,1,4200,4200,0.09,392.54,3807.46,2350,2350,1457.46,Online,Kredi Kartı,Hayır,1003,1
9283,2025-03-04,1,108,10336,4,5200,20800,0.15,3195.42,17604.58,3000,12000,5604.58,Online,Kredi Kartı,Hayır,1017,0
9284,2025-08-14,4,104,10606,1,24500,24500,0.09,2135.33,22364.67,17000,17000,5029.2,Mağaza,Banka Kartı,Hayır,1060,0
9285,2026-02-27,1,101,11034,1,18500,18500,0.15,2734.48,15765.52,12500,12500,3029.03,Mağaza,Kredi Kartı,Hayır,1105,0
9286,2025-01-19,6,114,10792,1,5800,5800,0.02,144.17,5655.83,3350,3350,2305.83,Mağaza,Dijital Cüzdan,Hayır,1006,0
9287,2025-01-31,2,101,10955,2,18500,37000,0.07,2466.15,34533.85,12500,25000,9015.84,Mağaza,Kredi Kartı,Hayır,1002,0
9288,2025-01-24,2,119,10021,2,450,900,0.05,49.17,850.83,150,300,550.83,Mağaza,Banka Kartı,Hayır,1002,0
9289,2025-07-30,7,113,10180,1,950,950,0.08,73.98,876.02,430,430,446.02,Mağaza,Kredi Kartı,Hayır,1055,0
9290,2025-06-10,4,108,10359,1,5200,5200,0.05,264.33,4935.67,3000,3000,1935.67,Mağaza,Kredi Kartı,Hayır,1044,3
9291,2025-09-12,7,101,11103,1,18500,18500,0.09,1587.24,16912.76,12500,12500,4159.07,Online,Kredi Kartı,Hayır,1071,4
9292,2025-04-24,3,109,10133,2,8900,17800,0.08,1422.56,16377.44,5100,10200,6177.44,Mağaza,Kredi Kartı,Hayır,1027,0
9293,2026-05-19,2,118,10676,1,1800,1800,0.08,145.18,1654.82,850,850,804.82,Mağaza,Kredi Kartı,Hayır,1130,0
9294,2025-08-08,4,120,10627,1,1250,1250,0.09,115.92,1134.08,570,570,564.08,Mağaza,Kredi Kartı,Hayır,1060,0
9295,2025-12-23,1,102,11011,1,12500,12500,0.21,2612.68,9887.32,8500,8500,1239.01,Mağaza,Banka Kartı,Hayır,1089,8
9296,2025-06-18,1,116,11002,1,2300,2300,0.11,241.69,2058.31,1050,1050,1080.35,Online,Kredi Kartı,Hayır,1041,3
9297,2026-06-08,2,106,10790,1,6500,6500,0.07,485.33,6014.67,3800,3800,2124.45,Online,Kredi Kartı,Hayır,1138,11
9298,2025-08-30,7,108,10991,1,5200,5200,0.07,357.72,4842.28,3000,3000,1842.28,Mağaza,Banka Kartı,Hayır,1063,4
9299,2026-01-10,6,112,10564,1,3600,3600,0.1,372.28,3227.72,2050,2050,1177.72,Mağaza,Banka Kartı,Hayır,1102,0
9300,2025-05-19,1,120,10084,2,1250,2500,0.14,357.43,2142.57,570,1140,1002.57,Online,Kredi Kartı,Hayır,1033,0
9301,2025-04-07,2,105,10796,1,2800,2800,0.08,214.59,2585.41,1450,1450,1096.63,Online,Kredi Kartı,Hayır,1026,2
9302,2025-05-27,8,103,10152,1,32000,32000,0.03,892.68,31107.32,22500,22500,8140.71,Mağaza,Nakit,Hayır,1040,0
9303,2025-07-01,1,113,10301,1,950,950,0.18,173.38,776.62,430,430,346.62,Mağaza,Kredi Kartı,Hayır,1049,0
9304,2025-02-26,4,118,10391,1,1800,1800,0.1,180.03,1619.97,850,850,769.97,Online,Kredi Kartı,Hayır,1012,0
9305,2025-02-11,4,113,10130,1,950,950,0.06,-53.57,-896.43,430,-430,-466.43,Mağaza,Banka Kartı,Evet,1012,0
9306,2026-06-27,6,108,10553,3,5200,15600,0.15,2266.33,13333.67,3000,9000,4333.67,Online,Banka Kartı,Hayır,1142,11
9307,2025-01-02,2,120,11113,1,1250,1250,0.13,157.9,1092.1,570,570,522.1,Online,Banka Kartı,Hayır,1002,1
9308,2025-10-15,8,120,10330,1,1250,1250,0.13,161.09,1088.91,570,570,518.91,Online,Kredi Kartı,Hayır,1080,5
9309,2025-05-18,3,116,10043,2,2300,4600,0.04,199.62,4400.38,1050,2100,2454.4,Online,Kredi Kartı,Hayır,1035,0
9310,2026-05-27,2,117,11079,1,3100,3100,0.09,293.19,2806.81,1200,1200,1705.04,Mağaza,Kredi Kartı,Hayır,1130,0
9311,2025-08-10,2,116,11075,2,2300,4600,0.05,213.75,4386.25,1050,2100,2439.77,Mağaza,Kredi Kartı,Hayır,1058,0
9312,2025-11-27,2,106,10677,2,6500,13000,0.13,1635.76,11364.24,3800,7600,3593.78,Mağaza,Kredi Kartı,Hayır,1082,7
9313,2026-02-08,1,104,11131,2,24500,49000,0.1,4705.29,44294.71,17000,34000,9630.29,Mağaza,Banka Kartı,Hayır,1105,9
9314,2026-05-23,8,112,10177,1,3600,3600,0.08,281.42,3318.58,2050,2050,1268.58,Mağaza,Banka Kartı,Hayır,1136,0
9315,2025-05-07,1,119,10129,3,450,1350,0.15,209.19,1140.81,150,450,690.81,Online,Banka Kartı,Hayır,1033,0
9316,2025-09-22,7,119,11118,1,450,450,0.12,53.31,396.69,150,150,246.69,Online,Banka Kartı,Hayır,1071,0
9317,2025-01-15,3,103,10096,2,32000,64000,0.06,4145.17,59854.83,22500,45000,13957.01,Mağaza,Dijital Cüzdan,Hayır,1003,1
9318,2025-08-14,2,102,10689,1,12500,12500,0.07,927.0,11573.0,8500,8500,2899.41,Mağaza,Dijital Cüzdan,Hayır,1058,0
9319,2025-04-15,1,119,10979,3,450,1350,0.12,166.77,1183.23,150,450,733.23,Mağaza,Kredi Kartı,Hayır,1025,2
9320,2026-05-08,4,113,10812,1,950,950,0.09,88.42,861.58,430,430,431.58,Online,Kredi Kartı,Hayır,1132,0
9321,2025-11-15,5,107,10365,2,14500,29000,0.12,3493.33,25506.67,9300,18600,6906.67,Mağaza,Banka Kartı,Hayır,1085,6
9322,2025-08-07,8,112,10516,2,3600,7200,0.12,893.22,6306.78,2050,4100,2206.78,Mağaza,Dijital Cüzdan,Hayır,1064,0
9323,2025-10-04,5,105,10576,1,2800,2800,0.06,169.42,2630.58,1450,1450,1141.12,Mağaza,Kredi Kartı,Hayır,1077,5
9324,2025-12-07,4,119,10822,1,450,450,0.16,70.65,379.35,150,150,229.35,Mağaza,Kredi Kartı,Hayır,1092,8
9325,2026-03-28,1,117,10765,1,3100,3100,0.14,441.63,2658.37,1200,1200,1551.42,Online,Banka Kartı,Hayır,1113,10
9326,2026-01-04,8,120,10681,1,1250,1250,0.13,162.02,1087.98,570,570,517.98,Mağaza,Kredi Kartı,Hayır,1104,0
9327,2026-04-19,8,105,10542,1,2800,2800,0.12,342.64,2457.36,1450,1450,970.5,Mağaza,Kredi Kartı,Hayır,1128,0
9328,2025-07-09,3,118,11095,1,1800,1800,0.11,205.29,1594.71,850,850,744.71,Mağaza,Banka Kartı,Hayır,1051,0
9329,2026-02-23,1,112,10937,1,3600,3600,0.12,447.88,3152.12,2050,2050,1102.12,Mağaza,Kredi Kartı,Hayır,1105,0
9330,2026-05-10,6,107,10085,2,14500,29000,0.1,2892.56,26107.44,9300,18600,7507.44,Online,Banka Kartı,Hayır,1134,0
9331,2025-02-08,6,111,10498,1,4200,4200,0.14,584.07,3615.93,2350,2350,1265.93,Online,Banka Kartı,Hayır,1014,0
9332,2025-06-11,4,119,10365,2,450,900,0.07,-66.45,-833.55,150,-300,-533.55,Online,Nakit,Evet,1044,3
9333,2025-05-01,3,115,10327,2,1750,3500,0.09,306.91,3193.09,720,1440,1864.85,Mağaza,Banka Kartı,Hayır,1035,0
9334,2026-02-03,7,108,10492,2,5200,10400,0.12,1199.57,9200.43,3000,6000,3200.43,Online,Dijital Cüzdan,Hayır,1111,9
9335,2025-09-19,1,120,10709,2,1250,2500,0.15,365.1,2134.9,570,1140,994.9,Online,Banka Kartı,Hayır,1065,0
9336,2025-05-09,3,108,11184,3,5200,15600,0.07,1021.82,14578.18,3000,9000,5578.18,Online,Banka Kartı,Hayır,1035,0
9337,2026-06-24,1,117,10190,1,3100,3100,0.11,343.38,2756.62,1200,1200,1653.1,Mağaza,Kredi Kartı,Hayır,1137,11
9338,2025-12-22,1,116,10502,3,2300,6900,0.24,1626.2,5273.8,1050,3150,2308.38,Mağaza,Kredi Kartı,Hayır,1089,8
9339,2026-03-08,8,115,11147,3,1750,5250,0.12,655.41,4594.59,720,2160,2595.4,Mağaza,Banka Kartı,Hayır,1120,0
9340,2025-03-06,4,114,10732,1,5800,5800,0.13,755.92,5044.08,3350,3350,1694.08,Online,Kredi Kartı,Hayır,1020,0
9341,2025-08-06,6,103,10834,1,32000,32000,0.13,4035.99,27964.01,22500,22500,5044.55,Mağaza,Banka Kartı,Hayır,1062,0
9342,2026-03-03,4,120,10105,1,1250,1250,0.11,142.31,1107.69,570,570,537.69,Online,Banka Kartı,Hayır,1116,0
9343,2025-03-15,7,104,10591,2,24500,49000,0.07,-3250.46,-45749.54,17000,-34000,-11063.3,Mağaza,Kredi Kartı,Evet,1023,2
9344,2026-04-05,4,113,10525,2,950,1900,0.07,134.25,1765.75,430,860,905.75,Mağaza,Banka Kartı,Hayır,1124,10
9345,2026-03-01,1,106,10864,2,6500,13000,0.13,1646.37,11353.63,3800,7600,3583.32,Online,Dijital Cüzdan,Hayır,1113,0
9346,2025-07-11,8,104,10285,1,24500,24500,0.12,3008.06,21491.94,17000,17000,4169.56,Online,Dijital Cüzdan,Hayır,1056,0
9347,2025-07-08,1,112,10138,1,3600,3600,0.12,430.73,3169.27,2050,2050,1119.27,Mağaza,Kredi Kartı,Hayır,1049,0
9348,2025-01-12,3,118,10356,1,1800,1800,0.08,141.6,1658.4,850,850,808.4,Mağaza,Banka Kartı,Hayır,1003,1
9349,2025-08-27,3,108,10076,1,5200,5200,0.1,527.36,4672.64,3000,3000,1672.64,Online,Kredi Kartı,Hayır,1059,4
9350,2026-03-29,1,102,10698,1,12500,12500,0.15,1840.78,10659.22,8500,8500,1999.33,Mağaza,Kredi Kartı,Hayır,1113,10
9351,2026-01-18,1,113,10896,2,950,1900,0.18,333.87,1566.13,430,860,706.13,Mağaza,Nakit,Hayır,1097,0
9352,2025-02-17,6,116,10411,2,2300,4600,0.13,605.31,3994.69,1050,2100,2034.5,Mağaza,Kredi Kartı,Hayır,1014,0
9353,2025-11-13,2,107,10698,2,14500,29000,0.13,3649.46,25350.54,9300,18600,6750.54,Mağaza,Kredi Kartı,Hayır,1082,6
9354,2025-07-28,3,115,10872,2,1750,3500,0.11,380.59,3119.41,720,1440,1788.59,Mağaza,Kredi Kartı,Hayır,1051,0
9355,2025-04-29,4,102,11094,1,12500,12500,0.1,1242.58,11257.42,8500,8500,2588.56,Online,Dijital Cüzdan,Hayır,1028,0
9356,2025-11-11,3,108,10557,1,5200,5200,0.13,662.98,4537.02,3000,3000,1537.02,Mağaza,Dijital Cüzdan,Hayır,1083,6
9357,2025-02-05,6,111,10688,1,4200,4200,0.11,455.44,3744.56,2350,2350,1394.56,Online,Banka Kartı,Hayır,1014,0
9358,2026-04-08,7,116,10939,1,2300,2300,0.16,358.35,1941.65,1050,1050,959.61,Mağaza,Kredi Kartı,Hayır,1127,10
9359,2026-02-07,1,108,10865,1,5200,5200,0.2,1018.61,4181.39,3000,3000,1181.39,Mağaza,Banka Kartı,Hayır,1105,9
9360,2025-04-17,5,110,10244,1,3200,3200,0.1,304.61,2895.39,1800,1800,1095.39,Mağaza,Dijital Cüzdan,Hayır,1029,0
9361,2025-02-08,2,113,10156,1,950,950,0.07,71.18,878.82,430,430,448.82,Mağaza,Dijital Cüzdan,Hayır,1010,0
9362,2025-06-29,4,113,10934,1,950,950,0.07,63.44,886.56,430,430,456.56,Mağaza,Kredi Kartı,Hayır,1044,3
9363,2025-01-12,4,111,11099,1,4200,4200,0.09,371.47,3828.53,2350,2350,1478.53,Online,Kredi Kartı,Hayır,1004,1
9364,2025-12-05,2,107,10918,1,14500,14500,0.16,2277.32,12222.68,9300,9300,2922.68,Online,Dijital Cüzdan,Hayır,1090,8
9365,2025-05-06,1,114,10909,1,5800,5800,0.16,931.63,4868.37,3350,3350,1518.37,Online,Nakit,Hayır,1033,0
9366,2025-03-04,4,118,10093,1,1800,1800,0.07,131.73,1668.27,850,850,818.27,Mağaza,Kredi Kartı,Hayır,1020,0
9367,2025-03-23,1,104,10646,1,24500,24500,0.15,3742.87,20757.13,17000,17000,3445.78,Mağaza,Banka Kartı,Hayır,1017,2
9368,2025-10-26,1,108,10192,3,5200,15600,0.14,2218.49,13381.51,3000,9000,4381.51,Mağaza,Kredi Kartı,Hayır,1073,5
9369,2025-02-03,8,114,11130,1,5800,5800,0.07,422.73,5377.27,3350,3350,2027.27,Mağaza,Kredi Kartı,Hayır,1016,0
9370,2025-02-18,2,116,10231,1,2300,2300,0.13,289.84,2010.16,1050,1050,1030.52,Mağaza,Kredi Kartı,Hayır,1010,0
9371,2025-02-26,4,116,10299,2,2300,4600,0.06,290.94,4309.06,1050,2100,2359.87,Mağaza,Kredi Kartı,Hayır,1012,0
9372,2025-04-19,2,113,10951,1,950,950,0.04,35.08,914.92,430,430,484.92,Mağaza,Dijital Cüzdan,Hayır,1026,0
9373,2026-06-01,7,111,11052,1,4200,4200,0.1,426.48,3773.52,2350,2350,1423.52,Online,Kredi Kartı,Hayır,1143,11
9374,2025-01-24,2,113,10314,2,950,1900,0.06,108.61,1791.39,430,860,931.39,Mağaza,Kredi Kartı,Hayır,1002,0
9375,2025-08-09,3,104,10527,1,24500,24500,0.09,2164.16,22335.84,17000,17000,5000.81,Online,Kredi Kartı,Hayır,1059,0
9376,2025-11-11,5,105,10664,1,2800,2800,0.16,455.53,2344.47,1450,1450,859.3,Mağaza,Kredi Kartı,Hayır,1085,6
9377,2025-10-21,7,119,10363,1,450,450,0.11,47.42,402.58,150,150,252.58,Mağaza,Kredi Kartı,Hayır,1079,5
9378,2025-01-10,7,119,10370,1,450,450,0.08,35.49,414.51,150,150,264.51,Mağaza,Banka Kartı,Hayır,1007,1
9379,2026-04-26,2,115,10090,1,1750,1750,0.07,127.26,1622.74,720,720,959.54,Online,Kredi Kartı,Hayır,1122,0
9380,2025-09-24,7,107,10538,1,14500,14500,0.07,1005.56,13494.44,9300,9300,4194.44,Mağaza,Kredi Kartı,Hayır,1071,0
9381,2025-03-29,5,113,10622,2,950,1900,0.21,391.39,1508.61,430,860,648.61,Mağaza,Kredi Kartı,Hayır,1021,2
9382,2026-03-31,8,115,10351,1,1750,1750,0.14,250.55,1499.45,720,720,831.93,Mağaza,Banka Kartı,Hayır,1120,10
9383,2026-06-17,8,111,10445,1,4200,4200,0.09,372.1,3827.9,2350,2350,1477.9,Online,Kredi Kartı,Hayır,1144,11
9384,2025-05-28,4,116,11004,1,2300,2300,0.09,215.41,2084.59,1050,1050,1107.55,Mağaza,Banka Kartı,Hayır,1036,0
9385,2026-03-07,6,101,10129,1,18500,18500,0.0,0.0,18500.0,12500,12500,5722.5,Mağaza,Kredi Kartı,Hayır,1118,0
9386,2025-08-30,4,106,11106,1,6500,6500,0.08,538.97,5961.03,3800,3800,2071.62,Online,Kredi Kartı,Hayır,1060,4
9387,2025-03-07,5,117,10209,1,3100,3100,0.11,335.2,2764.8,1200,1200,1661.56,Mağaza,Banka Kartı,Hayır,1021,0
9388,2026-01-13,1,119,10046,2,450,900,0.15,134.86,765.14,150,300,465.14,Online,Banka Kartı,Hayır,1097,0
9389,2026-01-23,1,119,10492,1,450,450,0.15,67.07,382.93,150,150,232.93,Mağaza,Kredi Kartı,Hayır,1097,0
9390,2025-07-28,1,115,10001,1,1750,1750,0.15,257.33,1492.67,720,720,824.91,Mağaza,Kredi Kartı,Hayır,1049,0
9391,2026-02-19,8,104,11188,1,24500,24500,0.11,2739.12,21760.88,17000,17000,4434.47,Mağaza,Banka Kartı,Hayır,1112,0
9392,2025-01-16,1,108,10837,3,5200,15600,0.08,1324.14,14275.86,3000,9000,5275.86,Mağaza,Kredi Kartı,Hayır,1001,0
9393,2025-10-24,1,102,10834,1,12500,12500,0.13,1665.77,10834.23,8500,8500,2171.72,Online,Kredi Kartı,Hayır,1073,5
9394,2025-08-08,2,113,10459,2,950,1900,0.1,180.86,1719.14,430,860,859.14,Mağaza,Kredi Kartı,Hayır,1058,0
9395,2026-01-02,4,110,10798,1,3200,3200,0.05,168.22,3031.78,1800,1800,1231.78,Mağaza,Kredi Kartı,Hayır,1100,0
9396,2025-08-17,8,113,10904,2,950,1900,0.12,233.29,1666.71,430,860,806.71,Mağaza,Banka Kartı,Hayır,1064,4
9397,2026-03-16,5,120,10258,1,1250,1250,0.07,89.99,1160.01,570,570,590.01,Mağaza,Nakit,Hayır,1117,10
9398,2026-06-16,2,109,11124,1,8900,8900,0.02,157.17,8742.83,5100,5100,3642.83,Mağaza,Kredi Kartı,Hayır,1138,11
9399,2026-03-26,8,107,11171,1,14500,14500,0.06,935.92,13564.08,9300,9300,4264.08,Mağaza,Banka Kartı,Hayır,1120,10
9400,2025-02-05,1,104,10755,1,24500,24500,0.19,4730.06,19769.94,17000,17000,2473.39,Mağaza,Kredi Kartı,Hayır,1009,0
9401,2026-02-26,8,104,10014,1,24500,24500,0.03,615.05,23884.95,17000,17000,6526.67,Mağaza,Kredi Kartı,Hayır,1112,0
9402,2025-07-08,1,111,10430,1,4200,4200,0.15,648.86,3551.14,2350,2350,1201.14,Mağaza,Dijital Cüzdan,Hayır,1049,0
9403,2025-06-27,6,116,10801,1,2300,2300,0.09,-215.91,-2084.09,1050,-1050,-1107.03,Mağaza,Kredi Kartı,Evet,1046,3
9404,2025-11-11,1,112,10875,1,3600,3600,0.18,663.39,2936.61,2050,2050,886.61,Mağaza,Dijital Cüzdan,Hayır,1081,6
9405,2025-01-20,8,119,10798,1,450,450,0.08,37.17,412.83,150,150,262.83,Online,Banka Kartı,Hayır,1008,0
9406,2026-01-17,1,107,10923,3,14500,43500,0.16,6832.13,36667.87,9300,27900,8767.87,Online,Banka Kartı,Hayır,1097,0
9407,2025-05-23,1,113,10888,1,950,950,0.14,131.83,818.17,430,430,388.17,Mağaza,Kredi Kartı,Hayır,1033,0
9408,2025-03-03,7,114,10269,2,5800,11600,0.11,1233.34,10366.66,3350,6700,3666.66,Mağaza,Kredi Kartı,Hayır,1023,0
9409,2025-08-30,1,106,10585,2,6500,13000,0.15,1918.11,11081.89,3800,7600,3315.66,Mağaza,Dijital Cüzdan,Hayır,1057,4
9410,2025-08-26,6,109,10087,4,8900,35600,0.13,4603.63,30996.37,5100,20400,10596.37,Mağaza,Kredi Kartı,Hayır,1062,4
9411,2025-05-11,6,113,10351,1,950,950,0.09,81.57,868.43,430,430,438.43,Mağaza,Kredi Kartı,Hayır,1038,0
9412,2025-05-03,5,101,10568,1,18500,18500,0.09,1577.43,16922.57,12500,12500,4168.73,Mağaza,Banka Kartı,Hayır,1037,0
9413,2026-03-16,3,119,10215,1,450,450,0.11,49.65,400.35,150,150,250.35,Mağaza,Banka Kartı,Hayır,1115,10
9414,2025-12-08,8,103,10817,1,32000,32000,0.06,2052.7,29947.3,22500,22500,6998.09,Mağaza,Kredi Kartı,Hayır,1096,8
9415,2026-02-23,7,101,10757,2,18500,37000,0.09,3326.05,33673.95,12500,25000,8168.84,Online,Dijital Cüzdan,Hayır,1111,0
9416,2026-03-31,3,105,10679,1,2800,2800,0.08,231.9,2568.1,1450,1450,1079.58,Online,Dijital Cüzdan,Hayır,1115,10
9417,2025-07-17,2,111,10823,1,4200,4200,0.05,222.68,3977.32,2350,2350,1627.32,Mağaza,Nakit,Hayır,1050,0
9418,2025-10-09,2,107,10971,1,14500,14500,0.07,1037.01,13462.99,9300,9300,4162.99,Mağaza,Kredi Kartı,Hayır,1074,5
9419,2025-01-01,2,110,10448,1,3200,3200,0.15,472.65,2727.35,1800,1800,927.35,Mağaza,Kredi Kartı,Hayır,1002,1
9420,2025-11-28,4,102,10136,1,12500,12500,0.11,1368.62,11131.38,8500,8500,2464.41,Online,Kredi Kartı,Hayır,1084,7
